fileid,title,composer,year,year_alt,rtctype,ts_pm,silence_pm,silence_beats_pm,quant_pct_pm,ts_m21,silence_beats_m21,quant_m21,onset_pct_m21,true_ts,part0_avgpitch,part1_avgpitch,part0_numnotes,part1_numnotes,do_not_use,part_pitch_diff
ex_mathew_bevs_washboard_band_rag_ford_ex_mathew,Bev's Washboard Band Rag,"Ford, Adrian",2002,,Y,2/2,0.1666665,0.25,1,['2/2@0.0'],0.5,"(2764, 2764)",1,,73.94288079,51.38602015,1208,1588,,22.55686064
ex_mathew_bevs_woy_woy_washboard_rag_beattie_ex_mathew,Bev's Woy Woy Washboard Rag,"Beattie, David",1999,,Y,2/4,0,0,0.766442953,['2/4@0.0'],0,"(745, 731)",0.981208054,,72.20165746,52.7825,362,400,,19.41915746
macdonald_big_foot_lou_macdonald,Big Foot Lou,"Gearen, Joseph",1899,,R,2/4,0,0,0.985690699,['2/4@0.0'],0,"(1815, 1789)",0.985674931,,73.54074074,52.4684271,945,871,,21.07231365
schwartz_bill_bailey_wont_you_please_come_home_song_schwartz,"Bill Bailey, Won't You Please Come Home? [song]","Cannon, Hughie",1902,,S,2/2,0.796532475,1.81875,0.020047733,['2/2@0.0'],3.625,"(2253, 1881)",0.834886818,,73.92450331,50.22462562,1510,1202,,23.69987769
macdonald_billikin_rag_stark_macdonald,Billikin Rag,"Stark, E. J.",1913,,R,2/4,0,0,1,['2/4@0.0'],0,"(1787, 1787)",1,,75.8049569,53.57894737,928,874,,22.22600953
misc_sequencers_m_r_bird_bath_rag_odell,Bird-Bath Rag,"O'Dell, Ron",2004,,Y,2/4,3.088232,3.5,0.991503823,['2/4@0.0'],2,"(2344, 2339)",0.997866894,,75.96436871,53.14334471,1291,1172,,22.821024
wilson_bird_brain_rag_wilson_ex_cowles,Bird-Brain Rag,"Lamb, Joseph F.",1959,,R,2/4,0,0,0.999051683,['2/4@0.0'],0,"(2117, 2117)",1,,73.78343465,51.92315271,1316,1015,,21.86028194
reublin_birdy_reublin,Birdy,"Crawford, Jesse",1922,,S,4/4,0,0,0.929637527,['4/4@0.0'],0,"(988, 922)",0.933198381,,67.75945537,49.22492401,661,329,,18.53453136
ex_mathew_bitter_sweet_rag_waldman_tutor_ex_mathew,Bitter Sweet Rag,"Waldman, Robert",1977,,Y,4/4,0,0,1,['4/4@0.0'],0,"(380, 380)",1,,67.77906977,52.04807692,172,208,,15.73099284
macdonald_black_and_blue_rag_nichols_macdonald,Black And Blue Rag,"Nichols, Hal G.",1914,,R,2/4,0,0,0.9515625,['2/4@0.0'],0,"(1943, 1850)",0.952135872,,76.44707875,54.41517857,1181,896,,22.03190018
macdonald_black_and_white_rag_bowie_ex_macdonald,Black And White Rag,"Botsford, George",1908,,R,4/4,1.109451017,3.716666667,0.088490771,['4/4@0.0'],3.5,"(1812, 1803)",0.995033113,2/4,73.46842601,54.98196167,1061,887,,18.48646434
cowles_black_and_white_rag_cowles,Black And White Rag,"Botsford, George",1908,,R,2/4,1.11170235,1.741666667,0.119198312,['2/4@0.0'],1.75,"(1896, 1892)",0.997890295,2/4,72.69573115,52.4121547,1101,905,,20.28357646
macdonald_black_and_white_rag_macdonald,Black And White Rag,"Botsford, George",1908,,R,2/4,1.089552375,1.825,0.994198312,['2/4@0.0'],1.833333333,"(1896, 1890)",0.996835443,2/4,72.70534905,52.4121547,1103,905,,20.29319435
ex_mathew_black_and_white_rag_atwell_version_beattie_ex_mathew,Black And White Rag,"Botsford, George",1908,,R,2/4,0.981309,1.75,0.990942775,['2/4@0.0'],1.75,"(2441, 2419)",0.9909873,2/4,90.75289312,53.66426643,1469,1111,,37.0886267
macdonald_black_bawl_a_macdonald,"Black Bawl, A","Thompson, Harry C.",1905,,R,4/4,1.24999875,3.75,0.985766303,['4/4@0.0'],3.75,"(3025, 2982)",0.985785124,,74.54789272,53.9674691,1827,1537,,20.58042362
misc_sequencers_s_z_excl_unks_black_bawl_a_varey_ex_cowles,"Black Bawl, A","Thompson, Harry C.",1905,,R,4/4,0,0,0.870423546,['4/4@0.0'],0,"(2788, 2753)",0.987446198,,75.36380597,54.55857143,1608,1400,,20.80523454
cowles_black_beauty_schwartz_cowles,Black Beauty,"Schwartz, Jean",1910,,R,2/4,1.21511555,1.741666667,0.142934783,['2/4@0.0'],1.75,"(1810, 1778)",0.982320442,,73.63047445,54.40066593,1096,901,,19.22980853
ex_mathew_black_bottom_stomp_haefner_ex_mathew,Black Bottom Stomp,"Morton, Jelly Roll",1926,,N,4/4,0.96774,4,0.793398533,['4/4@0.0'],4,"(2392, 1975)",0.825668896,,69.88008415,49.14311111,1426,1125,,20.73697304
decker_kermit_laura_morgan_msn_midibiz_btd_black_cat_rag_the_wooster_smith_unk_ex_midibiz,"Black Cat Rag, The","Wooster, Frank & Smith, Ethyl B.",1905,,M,2/4,0,0,0.730804388,['2/4@0.0'],0,"(2199, 1766)",0.803092315,,74.03700962,52.70970971,1351,999,,21.32729991
misc_sequencers_f_l_black_cat_rag_the_wooster_smith_hobbs,"Black Cat Rag, The","Wooster, Frank & Smith, Ethyl B.",1905,,M,2/4,0.011111117,0.016666667,0.729890311,['2/4@0.0'],0,"(2199, 1766)",0.803092315,,74.03700962,52.70970971,1351,999,,21.32729991
macdonald_black_cat_rag_the_wooster_smith_macdonald,"Black Cat Rag, The","Wooster, Frank & Smith, Ethyl B.",1905,,M,4/4,0,0,0.985442782,['4/4@0.0'],0,"(2483, 2447)",0.98550141,,74.26967005,52.87927928,1576,1110,,21.39039077
macdonald_black_diamond_rag_lodge_macdonald,Black Diamond Rag,"Lodge, Thomas Henry",1912,,R,2/4,1.393859833,1.750554307,0.979438315,['2/4@0.0'],1.75,"(1986, 1947)",0.980362538,,71.18831735,53.28343949,1147,942,,17.90487786
cowles_black_diamond_rag_lodge_cowles,Black Diamond Rag,"Lodge, Thomas Henry",1912,,R,2/4,1.026315875,1.625,0.120361083,['2/4@0.0'],1.625,"(1988, 1948)",0.979879276,,71.12804878,53.15500538,1148,929,,17.9730434
cowles_black_diamond_the_bolen_cowles,"Black Diamond, The","Bolen, Grace M.",1899,,M,2/4,0,0,0.137563452,['2/4@0.0'],0,"(1982, 1980)",0.998990918,,73.0028626,54.83526927,1048,947,,18.16759332
reublin_black_eyed_blues_reublin,Black Eyed Blues,"Kendall, Don",1922,,S,4/4,0,0,0.986710963,['4/4@0.0'],0,"(1489, 1469)",0.986568167,,67.63652024,49.61954625,1161,573,,18.01697399
macdonald_black_smoke_a_macdonald,"Black Smoke, A","Johnson, Charles L.",1902,,R,2/4,0,0,0.957986871,['2/4@0.0'],0,"(2297, 2201)",0.958206356,,71.04895666,54.04159292,1246,1130,,17.00736374
electriclef_witherwax_black_smoke_a_witherwax,"Black Smoke, A","Johnson, Charles L.",1902,,R,2/4,1.5,2,0.954405962,['2/4@0.0'],2,"(2293, 2189)",0.95464457,,71.1416,54.0539823,1250,1130,,17.0876177
misc_sequencers_a_e_black_smoke_a_electriclef_music_ex_decker,"Black Smoke, A","Johnson, Charles L.",1902,,R,2/4,1.2,2,0.954405962,['2/4@0.0'],2,"(2293, 2189)",0.95464457,,71.1416,54.0539823,1250,1130,,17.0876177
cowles_black_smoke_a_cowles,"Black Smoke, A","Johnson, Charles L.",1902,,R,2/4,0,0,0.103629209,['2/4@0.0'],0,"(2299, 2204)",0.958677686,,70.50681004,52.12923077,1395,975,,18.37757927
watanabe_black_smoke_a_watanabe009,"Black Smoke, A","Johnson, Charles L.",1902,,R,2/4,0,0,0.954604976,['2/4@0.0'],0,"(2300, 2196)",0.954782609,,70.56582633,52.01425662,1428,982,,18.55156971
intartaglia_ex_intartaglia_black_tea_rag_maréchal_ex_intartaglia,Black Tea Rag,"Mar‚àö¬©chal, Gr‚àö¬©goire",2002,,Y,2/4,1.363635,1.75,0.378930818,['2/4@0.0'],1.75,"(1894, 1883)",0.994192186,,70.53608247,55.47064057,873,1124,,15.0654419
cowles_black_wasp_rag_cowles,Black Wasp Rag,"Fischler, Harry A.",1911,,R,2/4,0,0,0.145945946,['2/4@0.0'],0,"(2043, 2043)",1,,73.74385072,53.13359528,1179,1018,,20.61025544
ex_mathew_black_wattle_beattie_ex_mathew,Black Wattle,"Ford, Adrian",1975,,Y,2/4,0,0,0.994978029,['2/4@0.0'],0,"(3188, 3174)",0.995608532,,74.22626153,53.21818182,1843,1540,,21.00807971
wilson_blackville_society_cake_walk_wilson,Blackville Society Cake Walk,"Franklin, Bernard",1899,,R,2/4,0,0,0.996186845,['2/4@0.0'],0,"(2098, 2090)",0.996186845,,75.36313364,54.14511352,1085,1013,,21.21802012
misc_sequencers_m_r_blood_muromachi,Blood,"Muromachi, Kazutaka",2000,,Y,2/4,3.53932425,5.25,0.997720365,['2/4@0.0'],2,"(2634, 2628)",0.997722096,,77.6213206,56.51700208,1257,1441,,21.10431852
misc_sequencers_a_e_blue_cat_at_the_scratching_postmodern_the_dee,"Blue Cat At The Scratching Postmodern, The","Dee, Jim",2005,,Y,2/4,0,0,0.955786422,['2/4@0.0'],0,"(4407, 4231)",0.960063535,,74.08832487,53.13828689,2955,1938,,20.95003798
electriclef_witherwax_blue_goose_witherwax,Blue Goose,"Johnson, Charles L. (as Birch, Raymond)","o 1915, i 1916",1902-1919,R,4/4,1.5,4,0.991872672,['4/4@0.0'],4,"(2950, 2932)",0.993898305,,72.05360825,53.34044299,1940,1219,,18.71316526
cowles_blue_goose_cowles,Blue Goose,"Johnson, Charles L. (as Birch, Raymond)","o 1915, i 1916",1902-1919,R,2/2,1.294751792,1.747916667,0.136379019,['2/2@0.0'],3.5,"(2979, 2961)",0.993957704,,72.04192872,53.30204082,1908,1225,,18.7398879
macdonald_blue_goose_macdonald,Blue Goose,"Johnson, Charles L. (as Birch, Raymond)","o 1915, i 1916",1902-1919,R,4/4,1.19680875,3.75,0.99324096,['4/4@0.0'],3.75,"(2991, 2973)",0.993981946,,72.06480041,53.13636364,1929,1210,,18.92843678
wilson_blue_grass_rag_lamb_wilson,Blue Grass Rag,"Lamb, Joseph F.",1907-14/ c1960,1902-1919,R,2/4,0,0,0.99886148,['2/4@0.0'],0,"(2693, 2690)",0.998886001,,71.75572082,52.46332046,1748,1295,,19.29240036
wilson_blue_grass_rag_the_straight_wilson,"Blue Grass Rag, The","Straight, Charles",1918,,R,4/4,1.125,3,0.975113809,['4/4@0.0'],3,"(3565, 3524)",0.988499299,,79.4094382,53.95061728,2225,1539,,25.45882092
wilson_blue_moon_kortlander_roberts_wilson,Blue Moon,"Kortlander, Max & Roberts, Lee S.",1918,,F,4/4,1.03125,2.75,0.940665702,['4/4@0.0'],2.75,"(2081, 1998)",0.960115329,,72.44992175,52.07048872,1278,1064,,20.37943303
wilson_blue_ribbon_rag_aufderheide_wilson,Blue Ribbon Rag,"Aufderheide, May Frances",1905,,R,2/4,0,0,0.996108949,['2/4@0.0'],0,"(1956, 1948)",0.99591002,,71.02782194,51.86061246,1258,947,,19.16720948
intartaglia_ex_intartaglia_blue_roses_maréchal_intartaglia,Blue Roses,"Mar‚àö¬©chal, Gr‚àö¬©gorie",1996,,Y,4/4,0.883243594,1.09375,0.043752629,['4/4@0.0'],3.25,"(2388, 2330)",0.975711893,,62.56689711,51.75,2459,4,notsplit,10.81689711
wilson_blue_streak_a_bargy_wilson,"Blue Streak, A","Bargy, Roy",1921,,R,2/2,0,0,0.776815182,['2/2@0.0'],0,"(2522, 2337)",0.926645519,,71.36109774,51.11496746,2077,922,,20.24613028
mezjuev_bluebell_rag_mezjuev,Bluebell Rag,"Mezjuev, Oleg",1986,,Y,2/4,0.974025,1.25,1,['2/4@0.0'],1.25,"(2702, 2702)",1,,74.18209877,53.64548495,1296,1495,,20.53661382
schwartz_blueberry_rhyme_schwartz,Blueberry Rhyme,"Johnson, James P.",1940,,N,4/4,2.4999975,3.5,0.701895462,['4/4@0.0'],3.5,"(1799, 1575)",0.875486381,,78.90932983,55.10977444,1522,665,,23.79955539
cowles_bluffton_carnival_rag_the_cowles,"Bluffton Carnival Rag, The","Karns, Verdi",1899,,R,2/4,0,0,0.113276492,['2/4@0.0'],0,"(1656, 1656)",1,,71.43564356,54.00948367,707,949,,17.4261599
hiawatha_radna_bme_accordion_rag_hiawatha_ex_mathew,BME Accordion Rag,Hiawatha,1977/97,>1919,Y,2/4,1.205,2.008333333,0.151342975,['2/4@0.0'],2,"(1954, 1681)",0.860286592,,68.00214823,49.50734659,931,1157,,18.49480164
old_web_prt_body_and_soul_page_ex_old_web,Body And Soul,"Green, John W.",1930,,S,4/4,2.4015625,4.002604167,0.015151515,['3/4@0.0'],0,"(3483, 3025)",0.868504163,,60.66143278,60.69399707,2038,2049,duptrack,-0.032564295
misc_sequencers_f_l_bohemia_hobbs,Bohemia,"Lamb, Joseph F.",1919,,R,2/4,0.9488894,1.5,0.821778448,['2/4@0.0'],1.5,"(2666, 2329)",0.873593398,,70.35808466,52.38084795,1441,1368,,17.97723671
macdonald_bohemia_macdonald,Bohemia,"Lamb, Joseph F.",1919,,R,2/4,1.0958045,1.75,0.996982271,['2/4@0.0'],1.75,"(2675, 2673)",0.999252336,,70.15704698,51.99623494,1490,1328,,18.16081204
electriclef_witherwax_bohemia_witherwax,Bohemia,"Lamb, Joseph F.",1919,,R,2/4,1.5,2,0.998869205,['2/4@0.0'],2,"(2649, 2645)",0.998489996,,70.37625755,52.17375367,1491,1364,,18.20250388
decker_kermit_laura_morgan_msn_midibiz_btd_bohemia_unk_ex_decker,Bohemia,"Lamb, Joseph F.",1919,,R,2/4,2.470587,3.5,0.999245852,['2/4@0.0'],2,"(2676, 2674)",0.999252616,,70.39931271,52.15029326,1455,1364,,18.24901946
misc_sequencers_unks_bohemia_unk_ex_cowles,Bohemia,"Lamb, Joseph F.",1919,,R,2/4,1.2499995,1.5,0.999245852,['2/4@0.0'],1.5,"(2676, 2674)",0.999252616,,70.39931271,52.15029326,1455,1364,,18.24901946
old_web_prt_bohemia_unk2_ex_old_web,Bohemia,"Lamb, Joseph F.",1919,,R,2/4,1.2499995,1.5,0.999245852,['2/4@0.0'],1.5,"(2676, 2674)",0.999252616,,70.39931271,52.15029326,1455,1364,,18.24901946
cookie_jar_melody_lane_crider_bohemia_cookie_jar,Bohemia,"Lamb, Joseph F.",1919,,R,2/4,1.2499995,1.5,0.999245852,['2/4@0.0'],1.5,"(2676, 2674)",0.999252616,,70.39931271,52.15029326,1455,1364,,18.24901946
intartaglia_ex_intartaglia_boldness_intartaglia,Boldness,"Schmetterer, Christoph",2001,,Y,4/4,0,0,1,['4/4@0.0'],0,"(2199, 2199)",1,,76.09973981,53.38352524,1153,1129,,22.71621457
misc_sequencers_f_l_bollrag_franic_ex_sm,Bollrag,fra nic,1997,,Y,2/4,0,0,1,['2/4@0.0'],0,"(1369, 1369)",1,,77.02535658,50.62059621,631,738,,26.40476037
macdonald_bolo_rag_the_macdonald,"Bolo Rag, The","Gumble, Albert",1907,,R,2/4,0,0,0.996072831,['2/4@0.0'],0,"(2801, 2790)",0.996072831,,70.98507463,51.87695133,2010,1089,,19.1081233
macdonald_boones_rag_medley_no._1_macdonald,Boone's Rag Medley No. 1,"Boone, John W. ""Blind""",1908,,R,4/4,1.387818,3,0.984088127,['4/4@0.0'],3,"(1616, 1590)",0.983910891,,68.66741071,53.54488778,896,802,,15.12252293
watanabe_boones_rag_medley_no._1_watanabe089,Boone's Rag Medley No. 1,"Boone, John W. ""Blind""",1908,,R,4/4,0,0,0.989104116,['4/4@0.0'],0,"(1765, 1751)",0.992067989,,68.64813039,53.31907514,1043,865,,15.32905525
macdonald_boones_rag_medley_no._2_macdonald,Boone's Rag Medley No. 2,"Boone, John W. ""Blind""",1909,,R,2/4,0,0,0.992035839,['2/4@0.0'],0,"(2018, 2009)",0.995540139,,69.00631199,52.29535865,1109,948,,16.71095334
cowles_bouncing_betty_cowles,Bouncing Betty,"Balfour, Carl",1906,,N,2/2,0.9371724,1.491666667,0.109213251,['2/2@0.0'],3.0,"(1906, 1894)",0.993704092,,72.30221367,52.99895616,1039,958,,19.30325751
wilson_bounding_buck_the_wilson,"Bounding Buck, The","Lodge, Thomas Henry",1918,,R,2/2,0,0,0.632361349,['2/2@0.0'],0,"(1885, 1385)",0.734748011,,67.03127273,51.81564987,1375,754,,15.21562286
cowles_bounding_buck_the_cowles,"Bounding Buck, The","Lodge, Thomas Henry",1918,,R,2/2,1.198333333,1.497916667,0.146229131,['2/2@0.0'],3.0,"(1739, 1703)",0.979298447,,67.1468254,51.92123769,1260,711,,15.2255877
macdonald_bowery_buck_macdonald,Bowery Buck,"Turpin, Tom",1899,,R,2/4,0,0,0.979216627,['2/4@0.0'],0,"(1259, 1233)",0.979348689,,73.63586207,53.75862069,725,609,,19.87724138
cowles_bowery_buck_cowles,Bowery Buck,"Turpin, Tom",1899,,R,2/4,0,0,0.111111111,['2/4@0.0'],0,"(1259, 1233)",0.979348689,,73.63586207,53.75862069,725,609,,19.87724138
misc_sequencers_a_e_bowery_buck_cowles_ex_midibiz,Bowery Buck,"Turpin, Tom",1899,,R,2/4,0,0,0.111111111,['2/4@0.0'],0,"(1259, 1233)",0.979348689,,73.63586207,53.75862069,725,609,,19.87724138
electriclef_witherwax_bowery_buck_witherwax,Bowery Buck,"Turpin, Tom",1899,,R,2/4,1.5,2,0.9792,['2/4@0.0'],2,"(1258, 1232)",0.979332273,,73.63812155,53.75862069,724,609,,19.87950086
hiawatha_radna_brain_rag_radna,Brain Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2969, 2969)",1,,73.91706037,51.20869565,1905,1380,,22.70836472
hiawatha_radna_braintree_street_rag_radna,Braintree Street Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2614, 2614)",1,,75.32762166,51.22791024,1459,1426,,24.09971142
wilson_brass_knuckles_wilson,Brass Knuckles,"Bolcom, William & Albright, William",1969,,Y,2/4,0,0,0.913353721,['2/4@0.0'],0,"(3515, 3245)",0.923186344,,75.82295877,46.59200508,2474,1576,,29.2309537
hiawatha_radna_breadfruit_rag_radna,Breadfruit Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(3065, 3065)",1,,73.69050958,47.52231163,2139,1367,,26.16819795
misc_sequencers_a_e_breeze_from_alabama_a_boudrant,"Breeze From Alabama, A","Joplin, Scott",1902,,M,4/4,1.125,1.5,0.984046164,['4/4@0.0'],1.5,"(2957, 2943)",0.995265472,,55.02382844,74.8407987,1259,1853,,-19.81697027
electriclef_witherwax_breeze_from_alabama_a_witherwax,"Breeze From Alabama, A","Joplin, Scott",1902,,M,2/4,1.022727,1.5,0.996598639,['2/4@0.0'],1.5,"(2954, 2949)",0.99830738,,75.07092199,55.33998465,1833,1303,,19.73093734
decker_kermit_laura_morgan_msn_midibiz_btd_breeze_from_alabama_a_unk_ex_midibiz,"Breeze From Alabama, A","Joplin, Scott",1902,,M,2/4,1.0975605,1.5,0.99625723,['2/4@0.0'],1.5,"(2958, 2947)",0.996281271,,74.90228013,54.9697205,1842,1288,,19.93255963
macdonald_breeze_from_alabama_a_macdonald,"Breeze From Alabama, A","Joplin, Scott",1902,,M,2/4,1.0112355,1.5,0.996263587,['2/4@0.0'],1.5,"(2955, 2944)",0.996277496,,74.89587852,54.94769711,1844,1281,,19.94818141
misc_sequencers_f_l_breeze_from_alabama_a_hobbs,"Breeze From Alabama, A","Joplin, Scott",1902,,M,2/4,4.7142865,5.5,0.750657154,['2/4@0.0'],2,"(2681, 2105)",0.785154793,,74.87170264,54.87426655,1668,1193,,19.99743608
misc_sequencers_unks_breeze_from_alabama_a_unk_ex_wiseman,"Breeze From Alabama, A","Joplin, Scott",1902,,M,2/4,4.714281,5.5,0.750657154,['2/4@0.0'],2,"(2681, 2105)",0.785154793,,74.87170264,54.87426655,1668,1193,,19.99743608
old_web_prt_breeze_from_alabama_a_unk_ex_old_web,"Breeze From Alabama, A","Joplin, Scott",1902,,M,2/4,4.714281,5.5,0.750657154,['2/4@0.0'],2,"(2681, 2105)",0.785154793,,74.87170264,54.87426655,1668,1193,,19.99743608
misc_sequencers_unks_breeze_from_alabama_a_unk_ex_coy,"Breeze From Alabama, A","Joplin, Scott",1902,,M,2/4,1.285713,1.5,0.750657154,['2/4@0.0'],1.5,"(2683, 2083)",0.776369735,,74.79151943,54.71014493,1698,1173,,20.08137451
wilson_breeze_from_blackville_a_wilson,"Breeze From Blackville, A","McGrath, F. T.",1899,,R,2/4,1.0000005,1.5,0.994993742,['2/4@0.0'],1.5,"(2365, 2353)",0.994926004,,72.01257253,53.24348474,1034,1343,,18.7690878
decker_kermit_laura_morgan_msn_midibiz_btd_broadway_rag_scott_unk_ex_decker,Broadway Rag,"Scott, James",1922,,R,2/4,2.580644,4,0.650111193,['2/4@0.0'],2,"(2757, 2031)",0.736670294,,73.20372399,52.66117065,1826,1213,,20.54255334
misc_sequencers_f_l_broadway_rag_scott_hobbs,Broadway Rag,"Scott, James",1922,,R,2/4,2.35294,4,0.650111193,['2/4@0.0'],2,"(2757, 2031)",0.736670294,,73.20372399,52.66117065,1826,1213,,20.54255334
electriclef_witherwax_broadway_rag_scott_witherwax,Broadway Rag,"Scott, James",1922,,R,2/4,1.5,2,1,['2/4@0.0'],2,"(2726, 2726)",1,,74.21797753,52.71956009,1780,1273,,21.49841743
macdonald_broadway_rag_scott_macdonald,Broadway Rag,"Scott, James",1922,,R,2/4,0,0,0.997797357,['2/4@0.0'],0,"(2743, 2743)",1,,74.19683258,52.66171875,1768,1280,,21.53511383
macdonald_broncho_billy_macdonald,Broncho Billy,"Slaughter, Nell Wright (nee Watson)",1914,,R,4/4,0,0,0.997818182,['4/4@0.0'],0,"(2753, 2753)",1,,74.64683196,52.57247438,1815,1366,,22.07435758
misc_sequencers_f_l_brown_skin_baby_mine_kass,Brown-Skin Baby Mine,"Cook, Will Marion",1902,,S,4/4,0.461538,1,1,['4/4@0.0'],1,"(799, 799)",1,,65.45559846,47.76602564,518,312,,17.68957281
wilson_brun_campbell_express_wilson,Brun Campbell Express,"Shea, Thomas W.",1966,,Y,2/4,0,0,1,['2/4@0.0'],0,"(1638, 1638)",1,,70.44063647,51.86947585,817,973,,18.57116063
roache_bucktown_buck_solo_roache,Bucktown Buck,"French, Frank",1993,,Y,2/4,0.9890115,1.5,0.144562762,['2/4@0.0'],1.5,"(3221, 2365)",0.734244024,,75.77640671,52.46850394,2026,1524,,23.30790278
macdonald_bud_rag_macdonald,Bud Rag,"Cross, Budd L.",1909,,R,2/4,0,0,0.997009569,['2/4@0.0'],0,"(1672, 1672)",1,,75.99145299,55.98420413,936,823,,20.00724886
macdonald_buffalo_rag_the_macdonald,"Buffalo Rag, The","Turpin, Tom",1904,,R,2/4,1.022727,1.5,0.984990619,['2/4@0.0'],1.5,"(1629, 1605)",0.985267035,,72.25423729,53.52851182,1003,719,,18.72572547
electriclef_witherwax_buffalo_rag_the_witherwax,"Buffalo Rag, The","Turpin, Tom",1904,,R,2/4,1.125,1.5,0.984990619,['2/4@0.0'],1.5,"(1629, 1605)",0.985267035,,72.23629113,53.49513213,1003,719,,18.741159
intartaglia_ex_intartaglia_bugs_rag_intartaglia,Bugs Rag,"Kohler, Nina B.",1913,,R,4/4,0.742520625,1.447916667,0.04966443,['3/4@0.0'],2.5,"(2266, 2235)",0.986319506,,64.80634105,64.33333333,2334,3,notsplit,0.473007712
macdonald_bugs_rag_macdonald,Bugs Rag,"Kohler, Nina B.",1913,,R,2/4,0,0,1,['2/4@0.0'],0,"(1746, 1746)",1,,74.93457944,56.66314678,963,947,,18.27143266
macdonald_bumble_bee_rag_tierney_macdonald,Bumble Bee Rag,"Tierney, Harry Austin",1909,,R,2/4,1.046511,1.5,0.995661605,['2/4@0.0'],1.5,"(1382, 1376)",0.995658466,,72.15802171,54.01502504,829,599,,18.14299667
hiawatha_radna_bumblebee_rag_radna_radna,Bumblebee Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2292, 2292)",1,,66.59193122,44.95804878,1512,1025,,21.63388244
macdonald_bunch_o_blackberries_macdonald,Bunch O' Blackberries,"Holzmann, Abe",1899,,R,2/4,1.04450625,1.501449231,0.998916576,['2/4@0.0'],1.5,"(1860, 1858)",0.998924731,,75.7519685,55.69398907,762,1098,,20.05797943
cowles_bunch_of_noise_cowles,Bunch Of Noise,"Mentel, Louis H.",1908,,R,2/4,1.218022525,1.745833333,0.113326848,['2/4@0.0'],1.75,"(2056, 2032)",0.988326848,,74.01427115,54.66192171,981,1124,,19.35234944
wilson_bunny_hug_rag_the_de_costa_wilson,"Bunny Hug Rag, The","De Costa, Harry",1912,,R,2/4,0,0,0.977458034,['2/4@0.0'],0,"(2184, 2140)",0.97985348,,73.67839607,53.51302785,1222,1113,,20.16536822
macdonald_bunny_hug_rag_the_de_costa_macdonald,"Bunny Hug Rag, The","De Costa, Harry",1912,,R,2/4,0,0,0.977447217,['2/4@0.0'],0,"(2108, 2063)",0.978652751,,74.16696751,53.26494202,1108,1121,,20.90202549
wilson_burnt_fingers_wilson,Burnt Fingers,"Albright, William",1968,,Y,2/4,0,0,0.005613472,['2/4@0.0'],0,"(4806, 3165)",0.65855181,,70.26469776,49.02783109,3623,2084,,21.23686667
wilson_business_iin_town_wilson,Business In Town,"Ashwander, Donald",1966,,Y,2/4,0,0,0.947536496,['2/4@0.0'],0,"(2681, 2577)",0.961208504,,75.28871391,52.31267806,1524,1404,,22.97603585
cowles_buster_rag_cowles,Buster Rag,"Powell, Bessie M.",1915,,R,4/4,0,0,0.147265836,['4/4@0.0'],0,"(1847, 1839)",0.995668652,,74.79440789,51.75668449,1216,748,,23.0377234
hiawatha_radna_butterscotch_rag_radna_radna,Butterscotch Rag,"Radna, Rudolf B.",2009,,Y,2/4,0,0,1,['2/4@0.0'],0,"(2934, 2934)",1,,73.8190695,48.29953612,1741,1509,,25.51953338
wilson_buzzer_rag_wilson,Buzzer Rag,"Aufderheide, May Frances",1909,,R,2/4,0,0,1,['2/4@0.0'],0,"(2110, 2110)",1,,77.35103011,53.70974359,1262,975,,23.64128652
ex_mathew_by_the_big_blue_billabong_beattie_ex_mathew,By The Big Blue Billabong,"Hall, Frederick",1918,,S,4/4,1.2,3,0.818660647,['4/4@0.0'],3,"(1336, 1125)",0.842065868,,75.69690265,54.84912959,904,517,,20.84777306
cowles_cabaret_rag_the_daly_cowles,"Cabaret Rag, The","Daly, Joseph M.",1913,,R,2/4,0.8108115,1.5,0.119898677,['2/4@0.0'],1.5,"(3737, 3735)",0.999464811,,75.7137948,55.70520893,2037,1747,,20.00858587
